Class,Order,Family,Species,Trade_type,Source
Bird,Psittaciformes,Psittacidae,Psilopsiagon aurifrons,Pet,CITES
Bird,Psittaciformes,Psittacidae,Psilopsiagon aymara,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Psittacara acuticaudatus,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Psittacara chloropterus,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Psittacara erythrogenys,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Psittacara euops,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Psittacara finschi,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Psittacara frontatus,NA,IUCN
Bird,Psittaciformes,Psittacidae,Psittacara holochlorus,NA,CITES
Bird,Psittaciformes,Psittacidae,Psittacara leucophthalmus,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Psittacara mitratus,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Psittacara wagleri,NA,IUCN
Bird,Psittaciformes,Psittacidae,Psittacella brehmii,Prod,CITES
Bird,Psittaciformes,Psittacidae,Psittacella madaraszi,NA,CITES
Bird,Psittaciformes,Psittacidae,Psittacella modesta,NA,CITES
Bird,Psittaciformes,Psittacidae,Psittacella picta,NA,CITES
Bird,Psittaciformes,Psittacidae,Psittacula alexandri,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Psittacula calthrapae,NA,CITES
Bird,Psittaciformes,Psittacidae,Psittacula caniceps,Pet,CITES
Bird,Psittaciformes,Psittacidae,Psittacula columboides,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Psittacula cyanocephala,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Psittacula derbiana,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Psittacula eques,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Psittacula eupatria,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Psittacula finschii,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Psittacula himalayana,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Psittacula krameri,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Psittacula longicauda,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Psittacula roseata,Pet,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Psittaculirostris desmarestii,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Psittaculirostris edwardsii,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Psittaculirostris salvadorii,Pet,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Psittacus erithacus,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Psittacus timneh,"Pet, Prod",IUCN
Bird,Psittaciformes,Psittacidae,Psitteuteles goldiei,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Psitteuteles iris,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Psitteuteles versicolor,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Psittinus abbotti,Prod,IUCN
Bird,Psittaciformes,Psittacidae,Psittinus cyanurus,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Psittrichas fulgidus,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Purpureicephalus spurius,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Pyrilia aurantiocephala,NA,CITES
Bird,Psittaciformes,Psittacidae,Pyrilia barrabandi,Prod,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrilia caica,Prod,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrilia haematotis,NA,CITES
Bird,Psittaciformes,Psittacidae,Pyrilia pulchra,NA,CITES
Bird,Psittaciformes,Psittacidae,Pyrilia pyrilia,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrilia vulturina,Prod,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrrhura albipectus,Pet,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrrhura caeruleiceps,Pet,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrrhura calliptera,Pet,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrrhura cruentata,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrrhura devillei,NA,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrrhura egregia,Pet,CITES
Bird,Psittaciformes,Psittacidae,Pyrrhura eisenmanni,Pet,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrrhura emma,NA,IUCN
Bird,Psittaciformes,Psittacidae,Pyrrhura frontalis,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrrhura griseipectus,Pet,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrrhura hoematotis,Pet,CITES
Bird,Psittaciformes,Psittacidae,Pyrrhura hoffmanni,Pet,CITES
Bird,Psittaciformes,Psittacidae,Pyrrhura lepida,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Pyrrhura leucotis,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrrhura melanura,Pet,CITES
Bird,Psittaciformes,Psittacidae,Pyrrhura molinae,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Pyrrhura orcesi,NA,CITES
Bird,Psittaciformes,Psittacidae,Pyrrhura parvifrons,NA,CITES
Bird,Psittaciformes,Psittacidae,Pyrrhura perlata,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrrhura pfrimeri,Pet,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrrhura picta,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Pyrrhura rhodocephala,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Pyrrhura rupicola,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Pyrrhura subandina,NA,CITES
Bird,Psittaciformes,Psittacidae,Pyrrhura viridicata,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Rhynchopsitta pachyrhyncha,Pet,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Rhynchopsitta terrisi,NA,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Strigops habroptila,Prod,CITES
Bird,Psittaciformes,Psittacidae,Tanygnathus gramineus,Pet,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Tanygnathus lucionensis,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Tanygnathus megalorynchos,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Tanygnathus sumatranus,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Touit batavicus,NA,CITES
Bird,Psittaciformes,Psittacidae,Touit costaricensis,NA,CITES
Bird,Psittaciformes,Psittacidae,Touit dilectissimus,NA,CITES
Bird,Psittaciformes,Psittacidae,Touit huetii,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Touit melanonotus,NA,CITES
Bird,Psittaciformes,Psittacidae,Touit purpuratus,NA,CITES
Bird,Psittaciformes,Psittacidae,Touit stictopterus,NA,CITES
Bird,Psittaciformes,Psittacidae,Touit surdus,NA,CITES
Bird,Psittaciformes,Psittacidae,Trichoglossus capistratus,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Trichoglossus chlorolepidotus,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Trichoglossus euteles,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Trichoglossus flavoviridis,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Trichoglossus forsteni,Pet,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Trichoglossus haematodus,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Trichoglossus johnstoniae,Pet,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Trichoglossus moluccanus,NA,IUCN
Bird,Psittaciformes,Psittacidae,Trichoglossus ornatus,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Trichoglossus rosenbergii,Pet,IUCN
Bird,Psittaciformes,Psittacidae,Trichoglossus rubiginosus,"Pet, Prod","IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Trichoglossus rubritorquis,NA,IUCN
Bird,Psittaciformes,Psittacidae,Trichoglossus weberi,Pet,IUCN
Bird,Psittaciformes,Psittacidae,Triclaria malachitacea,Pet,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Vini australis,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Vini kuhlii,Prod,"IUCN, CITES"
Bird,Psittaciformes,Psittacidae,Vini peruviana,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Vini stepheni,NA,CITES
Bird,Psittaciformes,Psittacidae,Vini ultramarina,NA,CITES
Bird,Psittaciformes,Psittacidae,Zanda baudinii,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Zanda funerea,"Pet, Prod",CITES
Bird,Psittaciformes,Psittacidae,Zanda latirostris,"Pet, Prod","IUCN, CITES"
Bird,Pteroclidiformes,Pteroclididae,Pterocles orientalis,Prod,IUCN
Bird,Rheiformes,Rheidae,Rhea americana,"Pet, Prod","IUCN, CITES"
Bird,Rheiformes,Rheidae,Rhea pennata,Prod,"IUCN, CITES"
Bird,Sphenisciformes,Spheniscidae,Eudyptes chrysocome,Prod,IUCN
Bird,Sphenisciformes,Spheniscidae,Eudyptes moseleyi,Prod,IUCN
Bird,Sphenisciformes,Spheniscidae,Pygoscelis papua,Prod,IUCN
Bird,Sphenisciformes,Spheniscidae,Spheniscus demersus,"Pet, Prod","IUCN, CITES"
Bird,Sphenisciformes,Spheniscidae,Spheniscus humboldti,"Pet, Prod","IUCN, CITES"
Bird,Sphenisciformes,Spheniscidae,Spheniscus magellanicus,Prod,IUCN
Bird,Sphenisciformes,Spheniscidae,Spheniscus mendiculus,NA,IUCN
Bird,Strigiformes,Strigidae,Aegolius acadicus,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Aegolius funereus,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Aegolius harrisii,NA,CITES
Bird,Strigiformes,Strigidae,Aegolius ridgwayi,NA,CITES
Bird,Strigiformes,Strigidae,Asio abyssinicus,Pet,CITES
Bird,Strigiformes,Strigidae,Asio capensis,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Asio clamator,Pet,CITES
Bird,Strigiformes,Strigidae,Asio flammeus,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Asio madagascariensis,NA,CITES
Bird,Strigiformes,Strigidae,Asio otus,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Asio stygius,NA,CITES
Bird,Strigiformes,Strigidae,Athene brama,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Athene cunicularia,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Athene noctua,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Athene superciliaris,NA,CITES
Bird,Strigiformes,Strigidae,Bubo africanus,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Bubo ascalaphus,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Bubo blakistoni,"Pet, Prod","IUCN, CITES"
Bird,Strigiformes,Strigidae,Bubo bubo,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Bubo capensis,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Bubo cinerascens,Pet,CITES
Bird,Strigiformes,Strigidae,Bubo coromandus,Pet,CITES
Bird,Strigiformes,Strigidae,Bubo lacteus,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Bubo leucostictus,NA,CITES
Bird,Strigiformes,Strigidae,Bubo nipalensis,Pet,CITES
Bird,Strigiformes,Strigidae,Bubo philippensis,Prod,"IUCN, CITES"
Bird,Strigiformes,Strigidae,Bubo poensis,Pet,CITES
Bird,Strigiformes,Strigidae,Bubo scandiacus,NA,"IUCN, CITES"
Bird,Strigiformes,Strigidae,Bubo shelleyi,Prod,CITES
Bird,Strigiformes,Strigidae,Bubo sumatranus,NA,CITES
Bird,Strigiformes,Strigidae,Bubo virginianus,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Ciccaba albitarsis,NA,CITES
Bird,Strigiformes,Strigidae,Ciccaba huhula,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Ciccaba nigrolineata,NA,CITES
Bird,Strigiformes,Strigidae,Ciccaba virgata,Pet,CITES
Bird,Strigiformes,Strigidae,Glaucidium bolivianum,NA,CITES
Bird,Strigiformes,Strigidae,Glaucidium brasilianum,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Glaucidium brodiei,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Glaucidium capense,Pet,CITES
Bird,Strigiformes,Strigidae,Glaucidium castanopterum,NA,CITES
Bird,Strigiformes,Strigidae,Glaucidium castanotum,NA,CITES
Bird,Strigiformes,Strigidae,Glaucidium costaricanum,NA,CITES
Bird,Strigiformes,Strigidae,Glaucidium cuculoides,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Glaucidium gnoma,Prod,CITES
Bird,Strigiformes,Strigidae,Glaucidium griseiceps,NA,CITES
Bird,Strigiformes,Strigidae,Glaucidium hardyi,Prod,CITES
Bird,Strigiformes,Strigidae,Glaucidium jardinii,Pet,CITES
Bird,Strigiformes,Strigidae,Glaucidium minutissimum,NA,CITES
Bird,Strigiformes,Strigidae,Glaucidium mooreorum,Prod,"IUCN, CITES"
Bird,Strigiformes,Strigidae,Glaucidium nana,NA,CITES
Bird,Strigiformes,Strigidae,Glaucidium nubicola,NA,CITES
Bird,Strigiformes,Strigidae,Glaucidium palmarum,NA,CITES
Bird,Strigiformes,Strigidae,Glaucidium parkeri,NA,CITES
Bird,Strigiformes,Strigidae,Glaucidium passerinum,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Glaucidium perlatum,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Glaucidium peruanum,Pet,CITES
Bird,Strigiformes,Strigidae,Glaucidium radiatum,NA,CITES
Bird,Strigiformes,Strigidae,Glaucidium sanchezi,NA,CITES
Bird,Strigiformes,Strigidae,Glaucidium siju,NA,CITES
Bird,Strigiformes,Strigidae,Glaucidium sjostedti,NA,CITES
Bird,Strigiformes,Strigidae,Glaucidium tephronotum,Pet,CITES
Bird,Strigiformes,Strigidae,Heteroglaux blewitti,Prod,"IUCN, CITES"
Bird,Strigiformes,Strigidae,Jubula lettii,NA,CITES
Bird,Strigiformes,Strigidae,Ketupa flavipes,NA,CITES
Bird,Strigiformes,Strigidae,Ketupa ketupu,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Ketupa zeylonensis,Pet,CITES
Bird,Strigiformes,Strigidae,Lophostrix cristata,Pet,CITES
Bird,Strigiformes,Strigidae,Margarobyas lawrencii,NA,CITES
Bird,Strigiformes,Strigidae,Megascops albogularis,NA,CITES
Bird,Strigiformes,Strigidae,Megascops asio,NA,CITES
Bird,Strigiformes,Strigidae,Megascops atricapilla,NA,CITES
Bird,Strigiformes,Strigidae,Megascops barbarus,Pet,CITES
Bird,Strigiformes,Strigidae,Megascops choliba,NA,CITES
Bird,Strigiformes,Strigidae,Megascops clarkii,NA,CITES
Bird,Strigiformes,Strigidae,Megascops colombianus,NA,CITES
Bird,Strigiformes,Strigidae,Megascops cooperi,NA,CITES
Bird,Strigiformes,Strigidae,Megascops guatemalae,NA,CITES
Bird,Strigiformes,Strigidae,Megascops hoyi,NA,CITES
Bird,Strigiformes,Strigidae,Megascops ingens,NA,CITES
Bird,Strigiformes,Strigidae,Megascops kennicottii,NA,CITES
Bird,Strigiformes,Strigidae,Megascops koepckeae,NA,CITES
Bird,Strigiformes,Strigidae,Megascops marshalli,NA,CITES
Bird,Strigiformes,Strigidae,Megascops nudipes,NA,CITES
Bird,Strigiformes,Strigidae,Megascops petersoni,NA,CITES
Bird,Strigiformes,Strigidae,Megascops roboratus,NA,CITES
Bird,Strigiformes,Strigidae,Megascops sanctaecatarinae,NA,CITES
Bird,Strigiformes,Strigidae,Megascops seductus,NA,CITES
Bird,Strigiformes,Strigidae,Megascops trichopsis,NA,CITES
Bird,Strigiformes,Strigidae,Megascops vermiculatus,NA,CITES
Bird,Strigiformes,Strigidae,Megascops watsonii,NA,CITES
Bird,Strigiformes,Strigidae,Micrathene whitneyi,NA,CITES
Bird,Strigiformes,Strigidae,Nesasio solomonensis,Prod,CITES
Bird,Strigiformes,Strigidae,Ninox affinis,NA,CITES
Bird,Strigiformes,Strigidae,Ninox boobook,Pet,CITES
Bird,Strigiformes,Strigidae,Ninox burhani,NA,CITES
Bird,Strigiformes,Strigidae,Ninox connivens,NA,CITES
Bird,Strigiformes,Strigidae,Ninox ios,NA,CITES
Bird,Strigiformes,Strigidae,Ninox jacquinoti,Prod,CITES
Bird,Strigiformes,Strigidae,Ninox meeki,NA,CITES
Bird,Strigiformes,Strigidae,Ninox natalis,NA,CITES
Bird,Strigiformes,Strigidae,Ninox novaeseelandiae,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Ninox ochracea,NA,CITES
Bird,Strigiformes,Strigidae,Ninox odiosa,NA,CITES
Bird,Strigiformes,Strigidae,Ninox philippensis,Pet,CITES
Bird,Strigiformes,Strigidae,Ninox punctulata,NA,CITES
Bird,Strigiformes,Strigidae,Ninox rudolfi,NA,CITES
Bird,Strigiformes,Strigidae,Ninox rufa,NA,CITES
Bird,Strigiformes,Strigidae,Ninox scutulata,Pet,CITES
Bird,Strigiformes,Strigidae,Ninox squamipila,NA,CITES
Bird,Strigiformes,Strigidae,Ninox strenua,NA,CITES
Bird,Strigiformes,Strigidae,Ninox sumbaensis,NA,CITES
Bird,Strigiformes,Strigidae,Ninox theomacha,Pet,CITES
Bird,Strigiformes,Strigidae,Ninox variegata,NA,CITES
Bird,Strigiformes,Strigidae,Otus alfredi,NA,CITES
Bird,Strigiformes,Strigidae,Otus alius,NA,"IUCN, CITES"
Bird,Strigiformes,Strigidae,Otus angelinae,NA,CITES
Bird,Strigiformes,Strigidae,Otus bakkamoena,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Otus balli,NA,CITES
Bird,Strigiformes,Strigidae,Otus beccarii,NA,CITES
Bird,Strigiformes,Strigidae,Otus brookii,NA,CITES
Bird,Strigiformes,Strigidae,Otus brucei,Pet,CITES
Bird,Strigiformes,Strigidae,Otus capnodes,NA,"IUCN, CITES"
Bird,Strigiformes,Strigidae,Otus collari,NA,CITES
Bird,Strigiformes,Strigidae,Otus elegans,NA,CITES
Bird,Strigiformes,Strigidae,Otus fuliginosus,NA,CITES
Bird,Strigiformes,Strigidae,Otus gurneyi,NA,CITES
Bird,Strigiformes,Strigidae,Otus hartlaubi,NA,CITES
Bird,Strigiformes,Strigidae,Otus icterorhynchus,Prod,CITES
Bird,Strigiformes,Strigidae,Otus insularis,NA,CITES
Bird,Strigiformes,Strigidae,Otus ireneae,Pet,CITES
Bird,Strigiformes,Strigidae,Otus longicornis,Prod,CITES
Bird,Strigiformes,Strigidae,Otus magicus,NA,CITES
Bird,Strigiformes,Strigidae,Otus manadensis,NA,CITES
Bird,Strigiformes,Strigidae,Otus mantananensis,NA,CITES
Bird,Strigiformes,Strigidae,Otus mayottensis,NA,CITES
Bird,Strigiformes,Strigidae,Otus megalotis,Pet,CITES
Bird,Strigiformes,Strigidae,Otus mentawi,Prod,CITES
Bird,Strigiformes,Strigidae,Otus mindorensis,Prod,CITES
Bird,Strigiformes,Strigidae,Otus mirus,NA,CITES
Bird,Strigiformes,Strigidae,Otus moheliensis,Prod,"IUCN, CITES"
Bird,Strigiformes,Strigidae,Otus pauliani,NA,CITES
Bird,Strigiformes,Strigidae,Otus pembaensis,NA,CITES
Bird,Strigiformes,Strigidae,Otus rufescens,NA,CITES
Bird,Strigiformes,Strigidae,Otus rutilus,Pet,CITES
Bird,Strigiformes,Strigidae,Otus sagittatus,Pet,CITES
Bird,Strigiformes,Strigidae,Otus scops,"Pet, Prod","IUCN, CITES"
Bird,Strigiformes,Strigidae,Otus senegalensis,NA,CITES
Bird,Strigiformes,Strigidae,Otus silvicola,NA,CITES
Bird,Strigiformes,Strigidae,Otus spilocephalus,NA,CITES
Bird,Strigiformes,Strigidae,Otus sunia,Prod,"IUCN, CITES"
Bird,Strigiformes,Strigidae,Otus thilohoffmanni,NA,CITES
Bird,Strigiformes,Strigidae,Otus umbra,NA,CITES
Bird,Strigiformes,Strigidae,Pseudoscops grammicus,NA,CITES
Bird,Strigiformes,Strigidae,Psiloscops flammeolus,Pet,CITES
Bird,Strigiformes,Strigidae,Ptilopsis granti,Pet,CITES
Bird,Strigiformes,Strigidae,Ptilopsis leucotis,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Pulsatrix koeniswaldiana,NA,CITES
Bird,Strigiformes,Strigidae,Pulsatrix melanota,Pet,CITES
Bird,Strigiformes,Strigidae,Pulsatrix perspicillata,Pet,CITES
Bird,Strigiformes,Strigidae,Pyrroglaux podargina,NA,CITES
Bird,Strigiformes,Strigidae,Scotopelia bouvieri,Pet,CITES
Bird,Strigiformes,Strigidae,Scotopelia peli,Pet,CITES
Bird,Strigiformes,Strigidae,Scotopelia ussheri,"Pet, Prod","IUCN, CITES"
Bird,Strigiformes,Strigidae,Strix aluco,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Strix chacoensis,Pet,CITES
Bird,Strigiformes,Strigidae,Strix fulvescens,NA,CITES
Bird,Strigiformes,Strigidae,Strix hylophila,Pet,CITES
Bird,Strigiformes,Strigidae,Strix leptogrammica,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Strix nebulosa,"Pet, Prod","IUCN, CITES"
Bird,Strigiformes,Strigidae,Strix occidentalis,Prod,CITES
Bird,Strigiformes,Strigidae,Strix ocellata,NA,CITES
Bird,Strigiformes,Strigidae,Strix rufipes,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Strix seloputo,Pet,CITES
Bird,Strigiformes,Strigidae,Strix uralensis,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Strix varia,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Strix woodfordii,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Surnia ulula,"Pet, Prod",CITES
Bird,Strigiformes,Strigidae,Uroglaux dimorpha,NA,CITES
Bird,Strigiformes,Strigidae,Xenoglaux loweryi,NA,CITES
Bird,Strigiformes,Tytonidae,Phodilus badius,Pet,CITES
Bird,Strigiformes,Tytonidae,Phodilus prigoginei,NA,CITES
Bird,Strigiformes,Tytonidae,Tyto alba,"Pet, Prod",CITES
Bird,Strigiformes,Tytonidae,Tyto aurantia,NA,CITES
Bird,Strigiformes,Tytonidae,Tyto capensis,"Pet, Prod",CITES
Bird,Strigiformes,Tytonidae,Tyto glaucops,"Pet, Prod",CITES
Bird,Strigiformes,Tytonidae,Tyto inexspectata,NA,CITES
Bird,Strigiformes,Tytonidae,Tyto multipunctata,NA,CITES
Bird,Strigiformes,Tytonidae,Tyto nigrobrunnea,NA,CITES
Bird,Strigiformes,Tytonidae,Tyto novaehollandiae,Prod,CITES
Bird,Strigiformes,Tytonidae,Tyto rosenbergii,NA,CITES
Bird,Strigiformes,Tytonidae,Tyto soumagnei,NA,CITES
Bird,Strigiformes,Tytonidae,Tyto tenebricosa,NA,CITES
Bird,Struthioniformes,Rheidae,Rhea tarapacensis,Prod,IUCN
Bird,Struthioniformes,Struthionidae,Struthio camelus,"Pet, Prod",CITES
Bird,Struthioniformes,Struthionidae,Struthio molybdophanes,Prod,IUCN
Bird,Suliformes,Anhingidae,Anhinga melanogaster,Prod,IUCN
Bird,Suliformes,Anhingidae,Anhinga rufa,NA,IUCN
Bird,Suliformes,Fregatidae,Fregata andrewsi,Prod,"IUCN, CITES"
Bird,Suliformes,Fregatidae,Fregata aquila,Prod,IUCN
Bird,Suliformes,Fregatidae,Fregata magnificens,Prod,IUCN
Bird,Suliformes,Phalacrocoracidae,Microcarbo pygmaeus,Prod,IUCN
Bird,Suliformes,Phalacrocoracidae,Phalacrocorax bougainvilliorum,Prod,IUCN
Bird,Suliformes,Phalacrocoracidae,Phalacrocorax capillatus,Prod,IUCN
Bird,Suliformes,Phalacrocoracidae,Phalacrocorax carbo,Prod,IUCN
Bird,Suliformes,Phalacrocoracidae,Phalacrocorax fuscescens,NA,IUCN
Bird,Suliformes,Phalacrocoracidae,Phalacrocorax fuscicollis,NA,IUCN
Bird,Suliformes,Phalacrocoracidae,Phalacrocorax gaimardi,Prod,IUCN
Bird,Suliformes,Phalacrocoracidae,Phalacrocorax harrisi,Prod,IUCN
Bird,Suliformes,Phalacrocoracidae,Phalacrocorax nigrogularis,Prod,IUCN
Bird,Suliformes,Phalacrocoracidae,Phalacrocorax punctatus,NA,IUCN
Bird,Suliformes,Sulidae,Morus bassanus,Prod,IUCN
Bird,Suliformes,Sulidae,Morus capensis,Prod,IUCN
Bird,Suliformes,Sulidae,Papasula abbotti,Prod,"IUCN, CITES"
Bird,Suliformes,Sulidae,Sula dactylatra,Prod,IUCN
Bird,Suliformes,Sulidae,Sula leucogaster,Prod,IUCN
Bird,Suliformes,Sulidae,Sula sula,Prod,IUCN
Bird,Tinamiformes,Tinamidae,Crypturellus atrocapillus,Prod,IUCN
Bird,Tinamiformes,Tinamidae,Crypturellus duidae,Prod,IUCN
Bird,Tinamiformes,Tinamidae,Crypturellus erythropus,Prod,IUCN
Bird,Tinamiformes,Tinamidae,Crypturellus kerriae,Prod,IUCN
Bird,Tinamiformes,Tinamidae,Crypturellus noctivagus,Prod,IUCN
Bird,Tinamiformes,Tinamidae,Crypturellus transfasciatus,Prod,IUCN
Bird,Tinamiformes,Tinamidae,Nothoprocta taczanowskii,Prod,IUCN
Bird,Tinamiformes,Tinamidae,Tinamus guttatus,Prod,IUCN
Bird,Tinamiformes,Tinamidae,Tinamus major,Prod,IUCN
Bird,Tinamiformes,Tinamidae,Tinamus osgoodi,Prod,IUCN
Bird,Tinamiformes,Tinamidae,Tinamus solitarius,"Pet, Prod","IUCN, CITES"
Bird,Tinamiformes,Tinamidae,Tinamus tao,Prod,IUCN
Bird,Trogoniformes,Trogonidae,Apalharpactes reinwardtii,NA,IUCN
Bird,Trogoniformes,Trogonidae,Harpactes wardi,Prod,IUCN
Bird,Trogoniformes,Trogonidae,Pharomachrus mocinno,"Pet, Prod","IUCN, CITES"
Bird,Trogoniformes,Trogonidae,Temnotrogon roseigaster,Prod,IUCN
Mammal,Afrosoricida,Tenrecidae,Hemicentetes semispinosus,Prod,IUCN
Mammal,Afrosoricida,Tenrecidae,Potamogale velox,Prod,IUCN
Mammal,Carnivora,Ailuridae,Ailurus fulgens,"Pet, Prod","IUCN, CITES"
Mammal,Carnivora,Canidae,Atelocynus microtis,"Pet, Prod",IUCN
Mammal,Carnivora,Canidae,Canis adustus,NA,IUCN
Mammal,Carnivora,Canidae,Canis aureus,"Pet, Prod","IUCN, CITES"
Mammal,Carnivora,Canidae,Canis latrans,Prod,IUCN
Mammal,Carnivora,Canidae,Canis lupus,"Pet, Prod","IUCN, CITES"
Mammal,Carnivora,Canidae,Canis mesomelas,Prod,IUCN
Mammal,Carnivora,Canidae,Cerdocyon thous,"Pet, Prod","IUCN, CITES"
